sku_id,category,name,mrp,discount,available_quantity,selling_price,weight,out_of_stock,quantity,revenue,inventory_value,price_per_gram,estimated_profit,weight_category,city,state,region,latitude,longitude,warehouse,reorder_level,stock_status,revenue_band
1526,Packaged Food,Ching's Secret Singapore Curry Instant Noodles,15.0,0,3,15.0,60,False,60,45.0,45.0,0.25,8.1,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Low Revenue
1527,Packaged Food,Mother's Recipe Pickle - Mango,125.0,9,6,113.0,400,False,500,678.0,750.0,0.2825,122.03999999999999,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1528,Packaged Food,Godrej Yummiez Chilli Chicken Sausages ,160.0,10,3,144.0,250,False,250,432.0,480.0,0.576,77.75999999999999,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1529,Packaged Food,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,175.0,20,6,140.0,180,False,180,840.0,1050.0,0.7777777777777778,151.2,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Medium Revenue
1530,Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,170.0,10,1,153.0,1000,False,1,153.0,170.0,0.153,27.54,Large,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1531,Packaged Food,Ching's Secret Asian Hot Instant Soup,15.0,0,3,15.0,15,False,15,45.0,45.0,1.0,8.1,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Low Revenue
1532,Packaged Food,Kellogg’s Chocos Protein And Fibre Of 1 Roti,499.0,11,6,444.0,1200,False,1,2664.0,2994.0,0.37,479.52,Large,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,High Revenue
1533,Packaged Food,Mother's Recipe Pickle - Mango,149.0,26,4,109.0,500,False,500,436.0,596.0,0.218,78.48,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Medium Revenue
1534,Packaged Food,Chings Secret Manchurian Instant Noodle,60.0,0,6,60.0,240,False,240,360.0,360.0,0.25,64.8,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Low Revenue
1535,Packaged Food,Kellogg's Original Corn Flakes,310.0,6,6,290.0,875,False,875,1740.0,1860.0,0.3314285714285714,313.2,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,High Revenue
1536,Packaged Food,Ching's Singapore Curry Instant Noodles,60.0,0,4,60.0,240,False,240,240.0,240.0,0.25,43.199999999999996,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Low Revenue
1537,Packaged Food,Kellogg's Almonds And Cranberries Granola,330.0,6,6,310.0,460,False,460,1860.0,1980.0,0.6739130434782609,334.79999999999995,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,High Revenue
1538,Packaged Food,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,292.0,0,6,292.0,300,False,300,1752.0,1752.0,0.9733333333333334,315.35999999999996,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1539,Packaged Food,MTR 3 Minute Breakfast - Magic Masala Upma,25.0,0,6,25.0,60,False,60,150.0,150.0,0.4166666666666667,27.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Low Revenue
1540,Packaged Food,Smith & Jones Masala Noodles,68.0,10,5,61.0,360,False,360,305.0,340.0,0.16944444444444445,54.900000000000006,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1541,Packaged Food,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",55.0,0,6,55.0,53,False,53,330.0,330.0,1.0377358490566038,59.400000000000006,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Low Revenue
1542,Packaged Food,Godrej Yummiez Chicken Punjabi Tikka ,295.0,9,6,266.0,360,False,360,1596.0,1770.0,0.7388888888888889,287.28,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1543,Packaged Food,Kellogg's Corn Flakes,425.0,9,1,383.0,1000,False,1,383.0,425.0,0.383,68.94,Large,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Low Revenue
1544,Packaged Food,Kelloggs Chocos,170.0,5,4,160.0,385,False,385,640.0,680.0,0.4155844155844156,115.19999999999999,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1545,Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,290.0,20,6,232.0,1200,False,1200,1392.0,1740.0,0.19333333333333333,250.56,Large,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,High Revenue
1546,Packaged Food,Ching's Secret Lemon Coriander Instant Soup,15.0,0,5,15.0,15,False,15,75.0,75.0,1.0,13.499999999999998,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1547,Packaged Food,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,261.0,0,6,261.0,300,False,300,1566.0,1566.0,0.87,281.88,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,High Revenue
1548,Packaged Food,Kelloggs Chocos - Moons & Stars,660.0,40,4,396.0,1200,False,1,1584.0,2640.0,0.33,285.12,Large,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,High Revenue
1549,Packaged Food,ITC Master Chef Chicken Galouti Kebab,170.0,4,2,162.0,210,False,210,324.0,340.0,0.7714285714285715,58.32,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1550,Packaged Food,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229.0,10,6,206.0,400,False,400,1236.0,1374.0,0.515,222.48,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1551,Packaged Food,Kitchens Of India Palak Paneer,130.0,30,6,91.0,285,False,285,546.0,780.0,0.3192982456140351,98.28,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1552,Packaged Food,Kelloggs Chocos Fills Double Chocolat,99.0,11,6,88.0,175,False,175,528.0,594.0,0.5028571428571429,95.03999999999999,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Medium Revenue
1553,Packaged Food,Soulfull Ragi Bites Choco Fills,169.0,5,4,160.0,250,False,250,640.0,676.0,0.64,115.19999999999999,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Medium Revenue
1554,Packaged Food,Figaro Sliced Black Olive ,179.0,0,6,179.0,450,False,450,1074.0,1074.0,0.3977777777777778,193.32,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1555,Packaged Food,Veeba Barbeque Sauce,149.0,8,6,137.0,330,False,330,822.0,894.0,0.41515151515151516,147.96,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Medium Revenue
1556,Packaged Food,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,60.0,20,6,48.0,40,False,40,288.0,360.0,1.2,51.84,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Low Revenue
1557,Packaged Food,"The Whole Truth - Nuts, Fruits & Seeds Muesli",325.0,20,6,260.0,350,False,350,1560.0,1950.0,0.7428571428571429,280.79999999999995,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1558,Packaged Food,Pantai Green Curry Paste,150.0,14,5,128.0,114,False,114,640.0,750.0,1.1228070175438596,115.19999999999999,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Medium Revenue
1559,Packaged Food,Kelloggs Special K,210.0,8,5,192.0,435,False,435,960.0,1050.0,0.4413793103448276,172.8,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Medium Revenue
1560,Packaged Food,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,280.0,50,5,140.0,175,False,175,700.0,1400.0,0.8,126.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1561,Packaged Food,Mother's Recipe Madras Appalam,50.0,10,6,45.0,100,False,100,270.0,300.0,0.45,48.599999999999994,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Low Revenue
1562,Packaged Food,Top Ramen Masala Oat Masala,80.0,10,6,72.0,280,False,280,432.0,480.0,0.2571428571428571,77.75999999999999,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,Medium Revenue
1563,Packaged Food,Saffola Everyday Peppy Tomato Masala Oats,195.0,12,6,171.0,500,False,500,1026.0,1170.0,0.342,184.67999999999998,Medium,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,High Revenue
1564,Packaged Food,"Ching's Secret Instant Noodles, Hot Garlic",60.0,0,4,60.0,240,False,240,240.0,240.0,0.25,43.199999999999996,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1565,Packaged Food,Kitchens Of India Chicken Chettinad,200.0,30,1,140.0,285,False,285,140.0,200.0,0.49122807017543857,25.2,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1566,Packaged Food,Nestle Cerelac Wheat - Stage 1,190.0,0,6,190.0,300,False,300,1140.0,1140.0,0.6333333333333333,205.2,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1567,Packaged Food,Sumeru Aloo Paratha,119.0,5,6,113.0,400,False,400,678.0,714.0,0.2825,122.03999999999999,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,Medium Revenue
1568,Packaged Food,ITC Master Chef Veggie Pizza Pocket,170.0,4,4,162.0,340,False,340,648.0,680.0,0.4764705882352941,116.64,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1569,Packaged Food,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,60.0,15,1,51.0,70,False,70,51.0,60.0,0.7285714285714285,9.18,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Low Revenue
1570,Packaged Food,Ching's Secret Manchow Soup,55.0,0,3,55.0,55,False,55,165.0,165.0,1.0,29.700000000000003,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1571,Packaged Food,Veeba Carrot & Cucumber Sandwich Spread,85.0,10,6,76.0,250,False,250,456.0,510.0,0.304,82.08,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Medium Revenue
1572,Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,370.0,12,3,324.0,650,False,650,972.0,1110.0,0.49846153846153846,174.96,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,High Revenue
1573,Packaged Food,Kitchens Of India Mughlai Paneer,160.0,30,4,112.0,285,False,285,448.0,640.0,0.3929824561403509,80.64,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Medium Revenue
1574,Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,30.0,0,5,30.0,150,False,150,150.0,150.0,0.2,26.999999999999996,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Low Revenue
1575,Packaged Food,Ching's Secret Chowmein Hakka Noodles Masala,60.0,10,2,54.0,100,False,100,108.0,120.0,0.54,19.439999999999998,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Low Revenue
1576,Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,235.0,20,5,188.0,325,False,325,940.0,1175.0,0.5784615384615385,169.2,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1577,Packaged Food,Mother's Recipe Bhel Puri Chutney,55.0,9,4,50.0,200,False,200,200.0,220.0,0.25,36.0,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Low Revenue
1578,Packaged Food,Kelloggs Chocos Moon & Stars,330.0,10,6,294.0,680,False,680,1764.0,1980.0,0.4323529411764706,317.52,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1579,Packaged Food,Mother's Recipe Lime Pickle ,120.0,5,1,114.0,400,False,400,114.0,120.0,0.285,20.52,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Low Revenue
1580,Packaged Food,Kitchens of India Dal Makhani,110.0,30,2,77.0,285,False,285,154.0,220.0,0.27017543859649124,27.72,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1581,Packaged Food,Pantai Light Soy Sauce,275.0,14,5,234.0,200,False,200,1170.0,1375.0,1.17,210.6,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,High Revenue
1582,Packaged Food,Ching's Secret Sweet Corn Soup,55.0,0,6,55.0,55,False,55,330.0,330.0,1.0,59.400000000000006,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Low Revenue
1583,Packaged Food,"Top Ramen Noodles, Atta",80.0,0,1,80.0,280,False,280,80.0,80.0,0.2857142857142857,14.399999999999999,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Low Revenue
1584,Packaged Food,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,225.0,15,5,191.0,190,False,190,955.0,1125.0,1.0052631578947369,171.89999999999998,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1585,Packaged Food,Dabur Hommade - Rajasthan Ki Garlic Chutne,65.0,6,6,61.0,200,False,200,366.0,390.0,0.305,65.88,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Low Revenue
1586,Packaged Food,MTR Seviyan Vermicelli ,42.0,0,2,42.0,400,False,400,84.0,84.0,0.105,15.12,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1587,Packaged Food,Pantai Oyster Sauce,275.0,14,4,234.0,200,False,200,936.0,1100.0,1.17,168.48,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Medium Revenue
1588,Packaged Food,Go Cheese Spread - Four Pepper (Soft & Creamy),99.0,5,6,94.0,200,False,200,564.0,594.0,0.47,101.51999999999998,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,Medium Revenue
1589,Packaged Food,MTR Ready To Eat Paneer Butter Masala,135.0,9,2,122.0,300,False,300,244.0,270.0,0.4066666666666667,43.92,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1590,Packaged Food,Nestle Lactogen Stage 2 Follow-up Formula Powder,340.0,0,2,340.0,400,False,400,680.0,680.0,0.85,122.39999999999999,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,Medium Revenue
1591,Packaged Food,Kellogg's Crunchy Bites Chocos,190.0,10,6,171.0,375,False,375,1026.0,1140.0,0.456,184.67999999999998,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,High Revenue
1592,Packaged Food,Veeba Hot Sweet Tomato Chilli Sauce,104.0,20,3,83.0,500,False,500,249.0,312.0,0.166,44.82,Medium,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Low Revenue
1593,Packaged Food,Borges Durum Wheat Pasta Superior Quality,250.0,40,6,149.0,500,False,500,894.0,1500.0,0.298,160.92000000000002,Medium,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Medium Revenue
1594,Packaged Food,Funfoods Peanut Butter Crunchy,169.0,7,1,156.0,400,False,400,156.0,169.0,0.39,28.08,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1595,Packaged Food,Pantai Red Curry Paste,60.0,0,4,60.0,50,False,50,240.0,240.0,1.2,43.199999999999996,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Low Revenue
1596,Packaged Food,ITC Master Chef Chicken Seekh Kabab,325.0,0,6,325.0,500,False,500,1950.0,1950.0,0.65,351.0,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Healthy Stock,High Revenue
1597,Packaged Food,Del Monte Pizza & Pasta Sauce Spout Pack,99.0,0,3,99.0,400,False,400,297.0,297.0,0.2475,53.46,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Low Stock,Low Revenue
1598,Packaged Food,Pantai Sriracha Red Chilli Sauce,225.0,15,6,191.0,200,False,200,1146.0,1350.0,0.955,206.27999999999997,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1599,Packaged Food,Hershey's Cocoa Spread,295.0,0,3,295.0,350,False,350,885.0,885.0,0.8428571428571429,159.3,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Medium Revenue
1600,Packaged Food,Maggi Ghee Tadka Upma Express Pouch,25.0,0,6,25.0,65,False,65,150.0,150.0,0.38461538461538464,27.0,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Healthy Stock,Low Revenue
1601,Packaged Food,Ching's Secret Manchurian Noodles,91.0,0,5,91.0,360,False,360,455.0,455.0,0.25277777777777777,81.89999999999999,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Medium Revenue
1602,Packaged Food,Kellogg's All Bran Wheat Flakes,220.0,6,5,205.0,425,False,425,1025.0,1100.0,0.4823529411764706,184.5,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,High Revenue
1603,Packaged Food,Yummiez Chicken Breakfast Sausages,150.0,0,3,150.0,250,False,250,450.0,450.0,0.6,81.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Medium Revenue
1604,Packaged Food,Pantai Red Curry Paste,150.0,14,3,128.0,114,False,114,384.0,450.0,1.1228070175438596,69.12,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1605,Packaged Food,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330.0,10,6,297.0,400,False,400,1782.0,1980.0,0.7425,320.76,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1606,Packaged Food,Quaker Oats Pouch,276.0,10,6,248.0,1500,False,1,1488.0,1656.0,0.16533333333333333,267.84000000000003,Large,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
1607,Packaged Food,Prasuma Momos -  Cheesy Spicy Veg,295.0,0,6,295.0,24,False,24,1770.0,1770.0,12.291666666666666,318.6,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,High Revenue
1608,Packaged Food,Veeba Sriracha Chilli Garlic Sauce,149.0,8,5,137.0,320,False,320,685.0,745.0,0.428125,123.3,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1609,Packaged Food,Ching's Secret Just Soak - Veg Hakka Noodles,115.0,0,6,115.0,600,False,600,690.0,690.0,0.19166666666666668,124.19999999999999,Medium,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Medium Revenue
1610,Packaged Food,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,280.0,50,5,140.0,175,False,175,700.0,1400.0,0.8,126.0,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Medium Revenue
1611,Packaged Food,Figaro Plain Green Olive ,179.0,0,6,179.0,450,False,450,1074.0,1074.0,0.3977777777777778,193.32,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,High Revenue
1612,Packaged Food,Mother's Recipe Gujrati Gorkeri Pickle,140.0,10,3,126.0,500,False,500,378.0,420.0,0.252,68.03999999999999,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Low Revenue
1613,Packaged Food,Kellogg's Muesli 20% Nuts Delight,320.0,0,6,320.0,500,False,500,1920.0,1920.0,0.64,345.59999999999997,Medium,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,High Revenue
1614,Packaged Food,Borges Farfalle Durum Wheat Pasta ,250.0,0,5,250.0,500,False,500,1250.0,1250.0,0.5,225.0,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,High Revenue
1615,Packaged Food,Kellogg's Chocos,299.0,10,4,269.0,700,False,700,1076.0,1196.0,0.3842857142857143,193.68,Medium,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,High Revenue
1616,Packaged Food,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620.0,0,1,620.0,400,False,400,620.0,620.0,1.55,111.6,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1617,Packaged Food,Veeba Truly Tomato Ketchup,99.0,20,6,79.0,500,False,500,474.0,594.0,0.158,85.32,Medium,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Healthy Stock,Medium Revenue
1618,Packaged Food,Ching's Secret Green Chilli Sauce,85.0,4,1,81.0,680,False,680,81.0,85.0,0.11911764705882352,14.58,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Low Revenue
1619,Packaged Food,MTR Roasted Vermicelli ,55.0,0,1,55.0,400,False,400,55.0,55.0,0.1375,9.9,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,Low Revenue
1620,Packaged Food,Mother's Recipe Punjabi Teekha Mang Pickle,120.0,10,4,108.0,400,False,400,432.0,480.0,0.27,77.75999999999999,Small,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,Medium Revenue
1621,Packaged Food,Ching's Secret Hot Garlic Instant Noodles,114.0,0,6,114.0,480,False,480,684.0,684.0,0.2375,123.12,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Medium Revenue
1622,Packaged Food,Kellogg's Real Honey Corn Flakes,290.0,7,5,267.0,630,False,630,1335.0,1450.0,0.4238095238095238,240.29999999999998,Medium,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Low Stock,High Revenue
1623,Packaged Food,ITC Master Chef Lebanese Falafel Kebab,130.0,4,4,124.0,230,False,230,496.0,520.0,0.5391304347826087,89.28,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Low Stock,Medium Revenue
1624,Packaged Food,Kelloggs Chocos Fills Double Chocolaty,185.0,10,5,165.0,250,False,250,825.0,925.0,0.66,148.5,Small,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1625,Packaged Food,Organic India Apple Cider Vinegar,595.0,9,2,536.0,500,False,500,1072.0,1190.0,1.072,192.95999999999998,Medium,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,High Revenue
1626,Packaged Food,Masala Oats Masala & Coriander ,195.0,9,5,176.0,500,False,500,880.0,975.0,0.352,158.4,Medium,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Low Stock,Medium Revenue
1627,Packaged Food,Ching's Secret  Noodles - Pad Thai Lemongras,200.0,0,5,200.0,130,False,130,1000.0,1000.0,1.5384615384615385,180.0,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Low Stock,High Revenue
1628,Packaged Food,Bagrrys Fruit and Nut Muesli with Cranberries,499.0,0,5,499.0,750,False,750,2495.0,2495.0,0.6653333333333333,449.09999999999997,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,High Revenue
1629,Packaged Food,Kitchens Of India Yellow Dal Tadka,110.0,30,6,77.0,285,False,285,462.0,660.0,0.27017543859649124,83.16,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Medium Revenue
1630,Packaged Food,Soulfull Vanilla Fills - Ragi Bites,169.0,5,6,160.0,250,False,250,960.0,1014.0,0.64,172.79999999999998,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,Medium Revenue
1631,Packaged Food,Pantai Teriyaki Sauce with Garlic,325.0,15,6,276.0,200,False,200,1656.0,1950.0,1.38,298.08,Small,Kolkata,West Bengal,East,22.5726,88.3639,WH-KOL-01,5,Healthy Stock,High Revenue
1632,Packaged Food,Whiskas Adult Pocket Tuna Cat Food,410.0,0,1,410.0,1200,False,1,410.0,410.0,0.3416666666666667,73.8,Large,Ahmedabad,Gujarat,West,23.0225,72.5714,WH-AMD-01,5,Low Stock,Medium Revenue
1633,Packaged Food,Kitchens Of India Chicken Darbari ,200.0,30,4,140.0,285,False,285,560.0,800.0,0.49122807017543857,100.8,Small,Mumbai,Maharashtra,West,19.076,72.8777,WH-MUM-01,5,Low Stock,Medium Revenue
1634,Packaged Food,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299.0,10,6,269.0,400,False,400,1614.0,1794.0,0.6725,290.52,Small,Delhi,Delhi,North,28.7041,77.1025,WH-DEL-01,5,Healthy Stock,High Revenue
1635,Packaged Food,Smith & Jones Red Pasta Sauce Mix,40.0,0,6,40.0,46,False,46,240.0,240.0,0.8695652173913043,43.199999999999996,Small,Bengaluru,Karnataka,South,12.9716,77.5946,WH-BLR-01,5,Healthy Stock,Low Revenue
1636,Packaged Food,Kellogg's Muesli Nuts Delight,425.0,9,3,383.0,750,False,750,1149.0,1275.0,0.5106666666666667,206.82,Medium,Hyderabad,Telangana,South,17.385,78.4867,WH-HYD-01,5,Low Stock,High Revenue
1637,Packaged Food,Kitchens of India Dal Bukhara Gravy Mix,110.0,30,6,77.0,285,False,285,462.0,660.0,0.27017543859649124,83.16,Small,Chennai,Tamil Nadu,South,13.0827,80.2707,WH-CHE-01,5,Healthy Stock,Medium Revenue
1638,Packaged Food,The Whole Truth Peanut Butter - Sweetened & Crunchy,215.0,20,6,172.0,325,False,325,1032.0,1290.0,0.5292307692307693,185.76,Small,Pune,Maharashtra,West,18.5204,73.8567,WH-PUN-01,5,Healthy Stock,High Revenue
